refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;KNN5;combo;normal;no expression;100;;29;36;29;55,22486772;0,459508882;14;36;36;36;1,694444444;2
DeRycke;KNN5;combo;normal;no expression;500;0,521151629;76;116;72;59,27661169;0,516305815;34;113;116;116;2,086206897;2
DeRycke;KNN5;combo;normal;no expression;1000;0,457226122;95;157;98;52,7396872;0,461346541;21;155;157;157;2,375796178;2
DeRycke;KNN5;combo;normal;no expression;2000;0,447579628;106;175;109;53,02247817;0,467867626;24;174;175;175;2,097142857;2
DeRycke;KNN5;combo;normal;no expression;depict;;42;46;44;75,97826087;0,722828666;31;46;46;46;1,391304348;1
DeRycke;KNN5;combo;binary;diff expression;25;;15;19;16;63,36032389;0,764444444;14;19;19;19;1,315789474;1
DeRycke;KNN5;combo;binary;diff expression;50;;22;28;23;62,91208791;0,727813853;22;28;28;28;1,214285714;1
DeRycke;KNN5;combo;binary;diff expression;100;;29;36;29;56,19488536;0,499634274;15;36;36;36;1,611111111;2
DeRycke;KNN5;combo;binary;diff expression;500;0,482434712;76;116;72;56,17225171;0,437542349;33;113;116;116;2,060344828;2
DeRycke;KNN5;combo;binary;diff expression;1000;0,501558028;95;157;98;57,12658819;0,484119192;31;157;157;157;2,01910828;2
DeRycke;KNN5;combo;binary;diff expression;2000;0,436844597;106;175;109;52,10507152;0,483252417;20;172;175;175;2,182857143;2
DeRycke;KNN5;combo;binary;diff expression;depict;;42;46;44;78,78019324;0,731648473;33;45;46;46;1,391304348;1
DeRycke;KNN5;combo;binary;no expression;25;;15;19;16;65,18218623;0,761111111;16;19;19;19;1,157894737;1
DeRycke;KNN5;combo;binary;no expression;50;;22;28;23;65,31593407;0,704545455;19;28;28;28;1,464285714;1
DeRycke;KNN5;combo;binary;no expression;100;;29;36;29;56,04056437;0,526123302;16;36;36;36;1,611111111;2
DeRycke;KNN5;combo;binary;no expression;500;0,53146178;76;116;72;57,27035131;0,440125908;28;101;116;116;2,232758621;2
DeRycke;KNN5;combo;binary;no expression;1000;0,510367362;95;157;98;56,40610931;0,514571887;38;151;157;157;2,146496815;2
DeRycke;KNN5;combo;binary;no expression;2000;0,46908518;106;175;109;52,55953929;0,500761245;17;174;175;175;2,388571429;2
DeRycke;KNN5;combo;binary;no expression;depict;;42;46;44;73,84057971;0,686059695;29;45;46;46;1,52173913;1
DeRycke;KNN5;incoming;normal;diff expression;25;;13;16;13;69,88636364;0,792307692;15;16;16;16;1,0625;1
DeRycke;KNN5;incoming;normal;diff expression;50;;19;24;19;63,4469697;0,710526316;18;24;24;24;1,333333333;1
DeRycke;KNN5;incoming;normal;diff expression;100;;26;32;25;57,58928571;0,600961538;17;32;32;32;1,59375;1
DeRycke;KNN5;incoming;normal;diff expression;500;0,55078881;70;106;65;59,66130306;0,55882292;33;104;106;106;2,009433962;2
DeRycke;KNN5;incoming;normal;diff expression;1000;0,473792171;89;144;88;55,50949546;0,542034373;24;142;144;144;2,243055556;2
DeRycke;KNN5;incoming;normal;diff expression;2000;0,460975295;99;160;97;55,92571125;0,541265489;41;160;160;160;2,025;2
DeRycke;KNN5;incoming;normal;diff expression;depict;;40;44;42;79,13752914;0,742136591;31;43;44;44;1,409090909;1
DeRycke;KNN5;incoming;normal;no expression;25;;13;16;13;71,02272727;0,85;14;16;16;16;1,125;1
DeRycke;KNN5;incoming;normal;no expression;50;;19;24;19;62,87878788;0,736842105;16;24;24;24;1,375;1
DeRycke;KNN5;incoming;normal;no expression;100;;26;32;25;50,2869898;0,473397436;17;30;32;32;1,6875;1
DeRycke;KNN5;incoming;normal;no expression;500;0,517847825;70;106;65;58,01342264;0,562627408;28;95;106;106;2,254716981;2
DeRycke;KNN5;incoming;normal;no expression;1000;0,513425688;89;144;88;59,00231186;0,527909019;24;117;144;144;2,5;2
DeRycke;KNN5;incoming;normal;no expression;2000;0,447176339;99;160;97;52,13818375;0,505087149;17;149;160;160;2,41875;2
DeRycke;KNN5;incoming;normal;no expression;depict;;40;44;42;74,72319347;0,729119674;29;43;44;44;1,477272727;1
DeRycke;KNN5;incoming;binary;diff expression;25;;13;16;13;57,67045455;0,692307692;10;16;16;16;1,4375;1
DeRycke;KNN5;incoming;binary;diff expression;50;;19;24;19;49,62121212;0,646929825;15;24;24;24;1,416666667;1
DeRycke;KNN5;incoming;binary;diff expression;100;;26;32;25;63,80739796;0,654487179;19;30;32;32;1,625;1
DeRycke;KNN5;incoming;binary;diff expression;500;0,511290974;70;106;65;58,14274824;0,484759297;22;102;106;106;2,103773585;2
DeRycke;KNN5;incoming;binary;diff expression;1000;0,457572001;89;144;88;55,02209999;0,463593715;24;143;144;144;2,263888889;2
DeRycke;KNN5;incoming;binary;diff expression;2000;0,433830469;99;160;97;49,79399167;0,454419531;18;160;160;160;2,24375;2
DeRycke;KNN5;incoming;binary;diff expression;depict;;40;44;42;69,72610723;0,71287594;28;43;44;44;1,477272727;1
DeRycke;KNN5;incoming;binary;no expression;25;;13;16;13;68,18181818;0,792307692;15;16;16;16;1,125;1
DeRycke;KNN5;incoming;binary;no expression;50;;19;24;19;58,23863636;0,671052632;14;24;24;24;1,458333333;1
DeRycke;KNN5;incoming;binary;no expression;100;;26;32;25;66,23086735;0,691346154;22;31;32;32;1,46875;1
DeRycke;KNN5;incoming;binary;no expression;500;0,543583222;70;106;65;57,59481609;0,488188423;22;97;106;106;2,20754717;2
DeRycke;KNN5;incoming;binary;no expression;1000;0,434269398;89;144;88;54,96186756;0,470092096;28;129;144;144;2,263888889;2
DeRycke;KNN5;incoming;binary;no expression;2000;0,413949747;99;160;97;52,66602483;0,478728161;20;159;160;160;2,2375;2
DeRycke;KNN5;incoming;binary;no expression;depict;;40;44;42;79,3997669;0,790162907;32;43;44;44;1,386363636;1
DeRycke;KNN5;outgoing;normal;diff expression;25;;13;17;15;60,29411765;0,810897436;12;17;17;17;1,294117647;1
DeRycke;KNN5;outgoing;normal;diff expression;50;;20;26;22;61,53846154;0,796666667;18;26;26;26;1,384615385;1
DeRycke;KNN5;outgoing;normal;diff expression;100;0,679065657;25;32;27;59,25925926;0,621666667;17;32;32;32;1,5;1
DeRycke;KNN5;outgoing;normal;diff expression;500;0,566043761;74;106;67;61,04156043;0,542579439;34;100;106;106;2,141509434;2
DeRycke;KNN5;outgoing;normal;diff expression;1000;0,500050077;93;147;93;52,113311;0,472848948;29;137;147;147;2,37414966;3
DeRycke;KNN5;outgoing;normal;diff expression;2000;0,534501054;103;162;102;54,05775076;0,456133194;13;160;162;162;2,425925926;2
DeRycke;KNN5;outgoing;normal;diff expression;depict;;40;44;42;81,76064442;0,786971154;34;44;44;44;1,272727273;1
DeRycke;KNN5;outgoing;normal;no expression;25;;13;17;15;69,41176471;0,884615385;13;17;17;17;1,235294118;1
DeRycke;KNN5;outgoing;normal;no expression;50;;20;26;22;62,01923077;0,745833333;16;26;26;26;1,423076923;1
DeRycke;KNN5;outgoing;normal;no expression;100;0,661691919;25;32;27;65,97222222;0,59625;19;31;32;32;1,5;1
DeRycke;KNN5;outgoing;normal;no expression;500;0,575691226;74;106;67;58,98967364;0,49692914;21;103;106;106;2,179245283;2
DeRycke;KNN5;outgoing;normal;no expression;1000;0,500699304;93;147;93;54,27292111;0,473934699;22;143;147;147;2,31292517;2
DeRycke;KNN5;outgoing;normal;no expression;2000;0,467104023;103;162;102;50,52384705;0,510857447;18;160;162;162;2,407407407;3
DeRycke;KNN5;outgoing;normal;no expression;depict;;40;44;42;77,71864212;0,786201923;31;44;44;44;1,340909091;1
DeRycke;KNN5;outgoing;binary;diff expression;25;;13;17;15;47,35294118;0,743589744;11;17;17;17;1,352941176;1
DeRycke;KNN5;outgoing;binary;diff expression;50;;20;26;22;62,21153846;0,771666667;19;26;26;26;1,269230769;1
DeRycke;KNN5;outgoing;binary;diff expression;100;0,693813131;25;32;27;53,64583333;0,515;12;32;32;32;1,8125;2
DeRycke;KNN5;outgoing;binary;diff expression;500;0,646914069;74;106;67;55,93702193;0,516910087;24;106;106;106;2,037735849;2
DeRycke;KNN5;outgoing;binary;diff expression;1000;0,522504294;93;147;93;54,03756727;0,527212525;33;144;147;147;2,333333333;3
DeRycke;KNN5;outgoing;binary;diff expression;2000;0,558163479;103;162;102;54,8108747;0,545353233;42;161;162;162;2,030864198;2
DeRycke;KNN5;outgoing;binary;diff expression;depict;;40;44;42;77,71864212;0,750416667;34;44;44;44;1,25;1
DeRycke;KNN5;outgoing;binary;no expression;25;;13;17;15;61,76470588;0,83974359;12;17;17;17;1,294117647;1
DeRycke;KNN5;outgoing;binary;no expression;50;;20;26;22;58,26923077;0,725833333;15;26;26;26;1,538461538;1
DeRycke;KNN5;outgoing;binary;no expression;100;0,547550505;25;32;27;51,59143519;0,48125;13;32;32;32;1,71875;2
DeRycke;KNN5;outgoing;binary;no expression;500;0,462292453;74;106;67;55,05226925;0,489163974;31;102;106;106;2,066037736;2
DeRycke;KNN5;outgoing;binary;no expression;1000;0,545255924;93;147;93;60,69347142;0,544382412;34;144;147;147;2,136054422;2
DeRycke;KNN5;outgoing;binary;no expression;2000;0,51401745;103;162;102;59,42042853;0,550472453;39;161;162;162;2,049382716;2
DeRycke;KNN5;outgoing;binary;no expression;depict;;40;44;42;71,2456847;0,661634615;29;43;44;44;1,477272727;1
DeRycke;KNN7;combo;normal;diff expression;25;;15;19;16;71,65991903;0,815555556;17;19;19;19;1,105263158;1
DeRycke;KNN7;combo;normal;diff expression;50;;22;28;23;63,25549451;0,696699134;19;28;28;28;1,392857143;1
DeRycke;KNN7;combo;normal;diff expression;100;;29;36;29;56,39329806;0,546342738;22;36;36;36;1,444444444;1
DeRycke;KNN7;combo;normal;diff expression;500;0,509464575;76;116;72;53,61846104;0,500613977;27;100;116;116;2,310344828;2
DeRycke;KNN7;combo;normal;diff expression;1000;0,458838348;95;157;98;55,76749925;0,483863281;26;144;157;157;2,407643312;2
DeRycke;KNN7;combo;normal;diff expression;2000;0,460296204;106;175;109;54,5550065;0,513954143;24;172;175;175;2,382857143;3
DeRycke;KNN7;combo;normal;diff expression;depict;;42;46;44;81,47342995;0,780117861;31;46;46;46;1,347826087;1
DeRycke;KNN7;combo;normal;no expression;25;;15;19;16;80,16194332;0,853333333;17;19;19;19;1,105263158;1
DeRycke;KNN7;combo;normal;no expression;50;;22;28;23;64,49175824;0,689393939;21;27;28;28;1,321428571;1
DeRycke;KNN7;combo;normal;no expression;100;;29;36;29;54,76190476;0,490073145;14;36;36;36;1,666666667;2
DeRycke;KNN7;combo;normal;no expression;500;0,470401364;76;116;72;57,06876292;0,47613947;28;102;116;116;2,206896552;2
DeRycke;KNN7;combo;normal;no expression;1000;0,440829038;95;157;98;53,31943842;0,446013704;22;148;157;157;2,477707006;3
DeRycke;KNN7;combo;normal;no expression;2000;0,43002282;106;175;109;50,23035482;0,454845401;15;171;175;175;2,445714286;3
DeRycke;KNN7;combo;normal;no expression;depict;;42;46;44;80,38647343;0,756862047;30;46;46;46;1,434782609;1
DeRycke;KNN7;combo;binary;diff expression;25;;15;19;16;66,39676113;0,772222222;15;19;19;19;1,210526316;1
DeRycke;KNN7;combo;binary;diff expression;50;;22;28;23;68,33791209;0,711038961;22;28;28;28;1,25;1
DeRycke;KNN7;combo;binary;diff expression;100;;29;36;29;61,13315697;0,537304075;19;36;36;36;1,527777778;1
DeRycke;KNN7;combo;binary;diff expression;500;0,471426014;76;116;72;54,73682078;0,446663885;20;110;116;116;2,267241379;2
DeRycke;KNN7;combo;binary;diff expression;1000;0,474247185;95;157;98;53,62173609;0,449164946;17;148;157;157;2,458598726;3
DeRycke;KNN7;combo;binary;diff expression;2000;0,438478768;106;175;109;51,44075794;0,474959076;21;171;175;175;2,365714286;2
DeRycke;KNN7;combo;binary;diff expression;depict;;42;46;44;79,39613527;0,731203528;32;45;46;46;1,434782609;1
DeRycke;KNN7;combo;binary;no expression;25;;15;19;16;64,77732794;0,782222222;14;19;19;19;1,263157895;1
DeRycke;KNN7;combo;binary;no expression;50;;22;28;23;47,25274725;0,574134199;16;28;28;28;1,5;1
DeRycke;KNN7;combo;binary;no expression;100;;29;36;29;53,19664903;0,556896552;19;36;36;36;1,555555556;1
DeRycke;KNN7;combo;binary;no expression;500;0,501287492;76;116;72;59,47364156;0,443115136;27;102;116;116;2,336206897;2
DeRycke;KNN7;combo;binary;no expression;1000;0,487808126;95;157;98;56,93833995;0,504532788;28;137;157;157;2,420382166;2
DeRycke;KNN7;combo;binary;no expression;2000;0,48460482;106;175;109;52,68868661;0,499447483;20;162;175;175;2,537142857;3
DeRycke;KNN7;combo;binary;no expression;depict;;42;46;44;71,93236715;0,672942045;29;45;45;46;1,52173913;1
DeRycke;KNN7;incoming;normal;diff expression;25;;13;16;13;78,69318182;0,826923077;15;16;16;16;1,0625;1
DeRycke;KNN7;incoming;normal;diff expression;50;;19;24;19;65,71969697;0,754385965;16;23;24;24;1,458333333;1
DeRycke;KNN7;incoming;normal;diff expression;100;;26;32;25;63,01020408;0,617307692;20;32;32;32;1,625;1
DeRycke;KNN7;incoming;normal;diff expression;500;0,536613846;70;106;65;62,66029568;0,53086782;25;94;106;106;2,198113208;2
DeRycke;KNN7;incoming;normal;diff expression;1000;0,533140379;89;144;88;58,96488804;0,580370297;26;124;144;144;2,409722222;2
DeRycke;KNN7;incoming;normal;diff expression;2000;0,462961309;99;160;97;56,13584565;0,555734836;25;160;160;160;2,35625;3
DeRycke;KNN7;incoming;normal;diff expression;depict;;40;44;42;75,21853147;0,724843358;31;44;44;44;1,386363636;1
DeRycke;KNN7;incoming;normal;no expression;25;;13;16;13;45,17045455;0,711538462;13;16;16;16;1,1875;1
DeRycke;KNN7;incoming;normal;no expression;50;;19;24;19;68,18181818;0,754385965;18;24;24;24;1,291666667;1
DeRycke;KNN7;incoming;normal;no expression;100;;26;32;25;53,38010204;0,545512821;19;32;32;32;1,5625;1
DeRycke;KNN7;incoming;normal;no expression;500;0,520198141;70;106;65;59,55852324;0,566319768;31;89;106;106;2,29245283;2
DeRycke;KNN7;incoming;normal;no expression;1000;0,493783904;89;144;88;58,03305697;0,522437736;22;107;144;144;2,729166667;3
DeRycke;KNN7;incoming;normal;no expression;2000;0,451199949;99;160;97;52,81053521;0,520622565;25;135;160;160;2,575;3
DeRycke;KNN7;incoming;normal;no expression;depict;;40;44;42;77,68065268;0,721710526;28;43;43;44;1,545454545;1
DeRycke;KNN7;incoming;binary;diff expression;25;;13;16;13;67,89772727;0,8;13;16;16;16;1,1875;1
DeRycke;KNN7;incoming;binary;diff expression;50;;19;24;19;51,23106061;0,657894737;15;24;24;24;1,416666667;1
DeRycke;KNN7;incoming;binary;diff expression;100;;26;32;25;61,5752551;0,629807692;19;31;32;32;1,59375;1
DeRycke;KNN7;incoming;binary;diff expression;500;0,531159632;70;106;65;60,20787389;0,508346469;31;97;106;106;2,103773585;2
DeRycke;KNN7;incoming;binary;diff expression;1000;0,482088328;89;144;88;54,67532065;0,483220953;26;123;144;144;2,486111111;3
DeRycke;KNN7;incoming;binary;diff expression;2000;0,445939777;99;160;97;53,24308394;0,455215479;11;160;160;160;2,39375;2
DeRycke;KNN7;incoming;binary;diff expression;depict;;40;44;42;69,71153846;0,751738722;29;43;44;44;1,477272727;1
DeRycke;KNN7;incoming;binary;no expression;25;;13;16;13;58,52272727;0,730769231;11;16;16;16;1,3125;1
DeRycke;KNN7;incoming;binary;no expression;50;;19;24;19;52,27272727;0,609649123;13;24;24;24;1,541666667;1
DeRycke;KNN7;incoming;binary;no expression;100;;26;32;25;66,80484694;0,656730769;23;32;32;32;1,40625;1
DeRycke;KNN7;incoming;binary;no expression;500;0,544383074;70;106;65;58,14002559;0,493682715;21;87;106;106;2,377358491;2
DeRycke;KNN7;incoming;binary;no expression;1000;0,482799872;89;144;88;55,26015094;0,508129852;34;129;144;144;2,333333333;2
DeRycke;KNN7;incoming;binary;no expression;2000;0,388360426;99;160;97;54,01534502;0,442297931;17;145;160;160;2,4625;2
DeRycke;KNN7;incoming;binary;no expression;depict;;40;44;42;79,13752914;0,791353383;31;43;44;44;1,409090909;1
DeRycke;KNN7;outgoing;normal;diff expression;25;;13;17;15;57,05882353;0,858974359;16;17;17;17;1,058823529;1
DeRycke;KNN7;outgoing;normal;diff expression;50;;20;26;22;59,42307692;0,733333333;18;26;26;26;1,346153846;1
DeRycke;KNN7;outgoing;normal;diff expression;100;0,587020202;25;32;27;52,71990741;0,4825;15;32;32;32;1,6875;2
DeRycke;KNN7;outgoing;normal;diff expression;500;0,535876538;74;106;67;58,59701683;0,535859358;31;91;106;106;2,245283019;2
DeRycke;KNN7;outgoing;normal;diff expression;1000;0,493082953;93;147;93;53,23342471;0,475074258;26;117;147;147;2,659863946;3
DeRycke;KNN7;outgoing;normal;diff expression;2000;0,518049555;103;162;102;51,67914368;0,434585836;12;154;162;162;2,537037037;3
DeRycke;KNN7;outgoing;normal;diff expression;depict;;40;44;42;79,28653625;0,755608974;28;44;44;44;1,409090909;1
DeRycke;KNN7;outgoing;normal;no expression;25;;13;17;15;66,17647059;0,881410256;14;17;17;17;1,176470588;1
DeRycke;KNN7;outgoing;normal;no expression;50;;20;26;22;64,03846154;0,74;15;26;26;26;1,461538462;1
DeRycke;KNN7;outgoing;normal;no expression;100;0,586590909;25;32;27;55,06365741;0,503333333;14;32;32;32;1,65625;2
DeRycke;KNN7;outgoing;normal;no expression;500;0,539321549;74;106;67;58,1100204;0,488878645;26;95;106;106;2,245283019;2
DeRycke;KNN7;outgoing;normal;no expression;1000;0,538290486;93;147;93;57,29109554;0,499009435;26;138;147;147;2,340136054;2
DeRycke;KNN7;outgoing;normal;no expression;2000;0,476913851;103;162;102;53,52508537;0,500732413;17;155;162;162;2,456790123;3
DeRycke;KNN7;outgoing;normal;no expression;depict;;40;44;42;77,71864212;0,759967949;31;44;44;44;1,386363636;1
DeRycke;KNN7;outgoing;binary;diff expression;25;;13;17;15;70,29411765;0,84775641;15;17;17;17;1,117647059;1
DeRycke;KNN7;outgoing;binary;diff expression;50;;20;26;22;60,48076923;0,656666667;16;25;26;26;1,576923077;1
DeRycke;KNN7;outgoing;binary;diff expression;100;0,659065657;25;32;27;56,10532407;0,547083333;13;32;32;32;1,78125;2
DeRycke;KNN7;outgoing;binary;diff expression;500;0,603807157;74;106;67;54,84064253;0,478804611;16;106;106;106;2,235849057;2
DeRycke;KNN7;outgoing;binary;diff expression;1000;0,58410186;93;147;93;59,19179612;0,532815948;31;127;147;147;2,489795918;3
DeRycke;KNN7;outgoing;binary;diff expression;2000;0,539547618;103;162;102;51,64752899;0,538706627;30;159;162;162;2,327160494;2
DeRycke;KNN7;outgoing;binary;diff expression;depict;;40;44;42;79,81875719;0,733958333;33;44;44;44;1,295454545;1
DeRycke;KNN7;outgoing;binary;no expression;25;;13;17;15;69,41176471;0,823717949;13;17;17;17;1,235294118;1
DeRycke;KNN7;outgoing;binary;no expression;50;;20;26;22;62,11538462;0,7425;17;25;26;26;1,5;1
DeRycke;KNN7;outgoing;binary;no expression;100;0,658232323;25;32;27;54,34027778;0,483333333;15;31;32;32;1,78125;2
DeRycke;KNN7;outgoing;binary;no expression;500;0,431525269;74;106;67;55,13832228;0,472569117;24;95;106;106;2,330188679;2
DeRycke;KNN7;outgoing;binary;no expression;1000;0,517343179;93;147;93;59,98903442;0,506765138;23;136;147;147;2,285714286;2
DeRycke;KNN7;outgoing;binary;no expression;2000;0,510093104;103;162;102;57,6775864;0,528297694;25;160;162;162;2,314814815;2
DeRycke;KNN7;outgoing;binary;no expression;depict;;40;44;42;73,07249712;0,631971154;28;43;44;44;1,477272727;1
DeRycke;KNN9;combo;normal;diff expression;25;;15;19;16;45,951417;0,716666667;16;19;19;19;1,157894737;1
DeRycke;KNN9;combo;normal;diff expression;50;;22;28;23;57,14285714;0,656114719;17;28;28;28;1,428571429;1
DeRycke;KNN9;combo;normal;diff expression;100;;29;36;29;60,31746032;0,568077325;21;36;36;36;1,5;1
DeRycke;KNN9;combo;normal;diff expression;500;0,501500156;76;116;72;54,64413064;0,505948589;30;100;116;116;2,336206897;2
DeRycke;KNN9;combo;normal;diff expression;1000;0,461981003;95;157;98;55,09770901;0,474281967;26;121;157;157;2,585987261;3
DeRycke;KNN9;combo;normal;diff expression;2000;0,466024866;106;175;109;54,10403121;0,512631732;25;169;175;175;2,422857143;3
DeRycke;KNN9;combo;normal;diff expression;depict;;42;46;44;81,77536232;0,766288298;30;45;46;46;1,413043478;1
DeRycke;KNN9;combo;normal;no expression;25;;15;19;16;70,44534413;0,794444444;18;19;19;19;1,052631579;1
DeRycke;KNN9;combo;normal;no expression;50;;22;28;23;62,01923077;0,71969697;20;28;28;28;1,321428571;1
DeRycke;KNN9;combo;normal;no expression;100;;29;36;29;54,82804233;0,421368861;11;35;36;36;1,833333333;2
DeRycke;KNN9;combo;normal;no expression;500;0,487008362;76;116;72;55,55634345;0,490086475;30;95;116;116;2,413793103;2
DeRycke;KNN9;combo;normal;no expression;1000;0,452895335;95;157;98;51,3100677;0,439797358;17;109;157;157;2,853503185;3
DeRycke;KNN9;combo;normal;no expression;2000;0,427211755;106;175;109;50,26513097;0,469487185;16;134;175;175;2,771428571;3
DeRycke;KNN9;combo;normal;no expression;depict;;42;46;44;81,24396135;0,768766809;31;46;46;46;1,413043478;1
DeRycke;KNN9;combo;binary;diff expression;25;;15;19;16;61,33603239;0,814444444;16;19;19;19;1,157894737;1
DeRycke;KNN9;combo;binary;diff expression;50;;22;28;23;55,35714286;0,624188312;19;28;28;28;1,464285714;1
DeRycke;KNN9;combo;binary;diff expression;100;;29;36;29;59,56790123;0,526593521;22;36;36;36;1,472222222;1
DeRycke;KNN9;combo;binary;diff expression;500;0,45899566;76;116;72;53,11600956;0,416270566;16;110;116;116;2,318965517;2
DeRycke;KNN9;combo;binary;diff expression;1000;0,46989691;95;157;98;51,75759496;0,456678559;15;138;157;157;2,598726115;3
DeRycke;KNN9;combo;binary;diff expression;2000;0,465494075;106;175;109;53,54976779;0,48803702;15;153;175;175;2,634285714;3
DeRycke;KNN9;combo;binary;diff expression;depict;;42;46;44;80,6884058;0,771136555;34;45;46;46;1,413043478;1
DeRycke;KNN9;combo;binary;no expression;25;;15;19;16;56,07287449;0,774444444;14;19;19;19;1,263157895;1
DeRycke;KNN9;combo;binary;no expression;50;;22;28;23;47,11538462;0,548430736;15;28;28;28;1,607142857;1
DeRycke;KNN9;combo;binary;no expression;100;;29;36;29;55,335097;0,554545455;19;36;36;36;1,555555556;1
DeRycke;KNN9;combo;binary;no expression;500;0,512258787;76;116;72;58,16584951;0,437019851;24;96;116;116;2,474137931;2
DeRycke;KNN9;combo;binary;no expression;1000;0,478687353;95;157;98;58,23206723;0,488447305;29;139;157;157;2,388535032;2
DeRycke;KNN9;combo;binary;no expression;2000;0,49180322;106;175;109;50,79375813;0,498662327;17;159;175;175;2,64;3
DeRycke;KNN9;combo;binary;no expression;depict;;42;46;44;77,74154589;0,715699652;32;43;45;46;1,52173913;1
DeRycke;KNN9;incoming;normal;diff expression;25;;13;16;13;68,18181818;0,853846154;16;16;16;16;1;1
DeRycke;KNN9;incoming;normal;diff expression;50;;19;24;19;60,79545455;0,684210526;16;24;24;24;1,416666667;1
DeRycke;KNN9;incoming;normal;diff expression;100;;26;32;25;53,25255102;0,499038462;20;32;32;32;1,5625;1
DeRycke;KNN9;incoming;normal;diff expression;500;0,517031197;70;106;65;61,32551934;0,523383425;29;94;106;106;2,273584906;2
DeRycke;KNN9;incoming;normal;diff expression;1000;0,526605854;89;144;88;59,58891369;0,566481384;26;122;143;144;2,465277778;2
DeRycke;KNN9;incoming;normal;diff expression;2000;0,472960352;99;160;97;57,63419522;0,552091289;27;132;160;160;2,5625;3
DeRycke;KNN9;incoming;normal;diff expression;depict;;40;44;42;79,16666667;0,735056391;31;43;44;44;1,431818182;1
DeRycke;KNN9;incoming;normal;no expression;25;;13;16;13;49,71590909;0,680769231;13;16;16;16;1,1875;1
DeRycke;KNN9;incoming;normal;no expression;50;;19;24;19;59,75378788;0,717105263;16;24;24;24;1,458333333;1
DeRycke;KNN9;incoming;normal;no expression;100;;26;32;25;50,47831633;0,475961538;15;29;32;32;1,84375;2
DeRycke;KNN9;incoming;normal;no expression;500;0,543690111;70;106;65;55,74682131;0,548621881;23;78;106;106;2,58490566;2
DeRycke;KNN9;incoming;normal;no expression;1000;0,540081217;89;144;88;59,16662238;0,528101915;13;105;143;144;2,833333333;3
DeRycke;KNN9;incoming;normal;no expression;2000;0,448604403;99;160;97;55,08821911;0,514770028;12;124;160;160;2,7125;3
DeRycke;KNN9;incoming;normal;no expression;depict;;40;44;42;78,81701632;0,723355263;28;43;43;44;1,545454545;1
DeRycke;KNN9;incoming;binary;diff expression;25;;13;16;13;66,47727273;0,842307692;14;16;16;16;1,125;1
DeRycke;KNN9;incoming;binary;diff expression;50;;19;24;19;61,93181818;0,74122807;15;24;24;24;1,5;1
DeRycke;KNN9;incoming;binary;diff expression;100;;26;32;25;53,09311224;0,541666667;17;32;32;32;1,71875;1
DeRycke;KNN9;incoming;binary;diff expression;500;0,556182281;70;106;65;57,87660976;0,537952293;31;93;106;106;2,245283019;2
DeRycke;KNN9;incoming;binary;diff expression;1000;0,506673214;89;144;88;56,07727466;0,509097138;29;114;144;144;2,576388889;3
DeRycke;KNN9;incoming;binary;diff expression;2000;0,435761655;99;160;97;51,16148617;0,444180097;15;135;160;160;2,65;3
DeRycke;KNN9;incoming;binary;diff expression;depict;;40;44;42;75,32051282;0,715115915;27;42;44;44;1,568181818;1
DeRycke;KNN9;incoming;binary;no expression;25;;13;16;13;55,68181818;0,707692308;11;16;16;16;1,375;1
DeRycke;KNN9;incoming;binary;no expression;50;;19;24;19;54,35606061;0,64254386;13;24;24;24;1,541666667;1
DeRycke;KNN9;incoming;binary;no expression;100;;26;32;25;49,96811224;0,573397436;17;32;32;32;1,59375;1
DeRycke;KNN9;incoming;binary;no expression;500;0,535408276;70;106;65;61,34798116;0,507542798;22;90;106;106;2,396226415;2
DeRycke;KNN9;incoming;binary;no expression;1000;0,446100635;89;144;88;52,6017308;0,460567142;23;116;144;144;2,5625;3
DeRycke;KNN9;incoming;binary;no expression;2000;0,39749176;99;160;97;49,21712905;0,429938253;14;119;160;160;2,81875;3
DeRycke;KNN9;incoming;binary;no expression;depict;;40;44;42;80,754662;0,815131579;34;43;44;44;1,318181818;1
DeRycke;KNN9;outgoing;normal;diff expression;25;;13;17;15;75;0,919871795;17;17;17;17;1;1
DeRycke;KNN9;outgoing;normal;diff expression;50;;20;26;22;65,48076923;0,766666667;20;26;26;26;1,269230769;1
DeRycke;KNN9;outgoing;normal;diff expression;100;0,587626263;25;32;27;46,99074074;0,475;17;32;32;32;1,59375;1
DeRycke;KNN9;outgoing;normal;diff expression;500;0,50173512;74;106;67;57,77600714;0,521041805;24;79;106;106;2,518867925;2
DeRycke;KNN9;outgoing;normal;diff expression;1000;0,500462666;93;147;93;55,75489897;0,465704223;21;111;147;147;2,782312925;3
DeRycke;KNN9;outgoing;normal;diff expression;2000;0,527176731;103;162;102;52,43498818;0,453510421;16;130;162;162;2,697530864;3
DeRycke;KNN9;outgoing;normal;diff expression;depict;;40;44;42;81,37226697;0,734134615;26;44;44;44;1,431818182;1
DeRycke;KNN9;outgoing;normal;no expression;25;;13;17;15;63,52941176;0,857371795;15;17;17;17;1,176470588;1
DeRycke;KNN9;outgoing;normal;no expression;50;;20;26;22;66,44230769;0,773333333;15;26;26;26;1,5;1
